rubro,provincia,value,datetime
Manufacturas de origen agropecuario,Misiones,255.489,1/1/2013 0:00:00
Manufacturas de origen industrial,Buenos Aires,14237.866,1/1/2013 0:00:00
Manufacturas de origen industrial,Capital Federal,243.048,1/1/2013 0:00:00
Manufacturas de origen industrial,Córdoba,2709.988,1/1/2013 0:00:00
Manufacturas de origen industrial,Entre Ríos,111.863,1/1/2013 0:00:00
Manufacturas de origen industrial,La Pampa,5.412,1/1/2013 0:00:00
Manufacturas de origen industrial,Santa Fe,2948.542,1/1/2013 0:00:00
Manufacturas de origen industrial,Chubut,677.045,1/1/2013 0:00:00
Manufacturas de origen industrial,Neuquén,30.112,1/1/2013 0:00:00
Manufacturas de origen industrial,Río Negro,14.637,1/1/2013 0:00:00
Manufacturas de origen industrial,Santa Cruz,707.033,1/1/2013 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,44.345,1/1/2013 0:00:00
Manufacturas de origen industrial,Catamarca,77.943,1/1/2013 0:00:00
Manufacturas de origen industrial,Jujuy,49.506,1/1/2013 0:00:00
Manufacturas de origen industrial,La Rioja,125.492,1/1/2013 0:00:00
Manufacturas de origen industrial,Salta,81.68,1/1/2013 0:00:00
Manufacturas de origen industrial,Santiago del Estero,6.065,1/1/2013 0:00:00
Manufacturas de origen industrial,Tucumán,339.978,1/1/2013 0:00:00
Manufacturas de origen industrial,Mendoza,274.627,1/1/2013 0:00:00
Manufacturas de origen industrial,San Juan,1484.851,1/1/2013 0:00:00
Manufacturas de origen industrial,San Luis,240.632,1/1/2013 0:00:00
Manufacturas de origen industrial,Chaco,6.966,1/1/2013 0:00:00
Manufacturas de origen industrial,Corrientes,5.083,1/1/2013 0:00:00
Manufacturas de origen industrial,Formosa,2.606,1/1/2013 0:00:00
Manufacturas de origen industrial,Misiones,146.019,1/1/2013 0:00:00
Combustibles y energía,Buenos Aires,1056.065,1/1/2013 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2013 0:00:00
Combustibles y energía,Córdoba,0,1/1/2013 0:00:00
Combustibles y energía,Entre Ríos,0,1/1/2013 0:00:00
Combustibles y energía,La Pampa,0,1/1/2013 0:00:00
Combustibles y energía,Santa Fe,81.334,1/1/2013 0:00:00
Combustibles y energía,Chubut,1373.966,1/1/2013 0:00:00
Combustibles y energía,Neuquén,109.243,1/1/2013 0:00:00
Combustibles y energía,Río Negro,48.389,1/1/2013 0:00:00
Combustibles y energía,Santa Cruz,358.54,1/1/2013 0:00:00
Combustibles y energía,Tierra del Fuego,54.375,1/1/2013 0:00:00
Combustibles y energía,Catamarca,0,1/1/2013 0:00:00
Combustibles y energía,Jujuy,0,1/1/2013 0:00:00
Combustibles y energía,La Rioja,0,1/1/2013 0:00:00
Combustibles y energía,Salta,407.459,1/1/2013 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2013 0:00:00
Combustibles y energía,Tucumán,0,1/1/2013 0:00:00
Combustibles y energía,Mendoza,43.732,1/1/2013 0:00:00
Combustibles y energía,San Juan,0,1/1/2013 0:00:00
Combustibles y energía,San Luis,0,1/1/2013 0:00:00
Combustibles y energía,Chaco,0,1/1/2013 0:00:00
Combustibles y energía,Corrientes,0,1/1/2013 0:00:00
Combustibles y energía,Formosa,8.337,1/1/2013 0:00:00
Combustibles y energía,Misiones,0,1/1/2013 0:00:00
Productos primarios,Buenos Aires,3507.5,1/1/2014 0:00:00
Productos primarios,Capital Federal,-,1/1/2014 0:00:00
Productos primarios,Córdoba,2681.109,1/1/2014 0:00:00
Productos primarios,Entre Ríos,779.096,1/1/2014 0:00:00
Productos primarios,La Pampa,241.338,1/1/2014 0:00:00
Productos primarios,Santa Fe,1355.127,1/1/2014 0:00:00
Productos primarios,Chubut,508.164,1/1/2014 0:00:00
Productos primarios,Neuquén,63.302,1/1/2014 0:00:00
Productos primarios,Río Negro,464.354,1/1/2014 0:00:00
Productos primarios,Santa Cruz,502.611,1/1/2014 0:00:00
Productos primarios,Tierra del Fuego,63.881,1/1/2014 0:00:00
Productos primarios,Catamarca,956.985,1/1/2014 0:00:00
Productos primarios,Jujuy,294.895,1/1/2014 0:00:00
Productos primarios,La Rioja,6.923,1/1/2014 0:00:00
Productos primarios,Salta,571.889,1/1/2014 0:00:00
Productos primarios,Santiago del Estero,788.089,1/1/2014 0:00:00
Productos primarios,Tucumán,257.22,1/1/2014 0:00:00
Productos primarios,Mendoza,168.775,1/1/2014 0:00:00
Productos primarios,San Juan,75.02,1/1/2014 0:00:00
Productos primarios,San Luis,168.639,1/1/2014 0:00:00
Productos primarios,Chaco,328.725,1/1/2014 0:00:00
Productos primarios,Corrientes,179.002,1/1/2014 0:00:00
Productos primarios,Formosa,11.992,1/1/2014 0:00:00
Productos primarios,Misiones,60.968,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5923.86,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Capital Federal,146.369,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Córdoba,4728.573,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,658.392,1/1/2014 0:00:00
Manufacturas de origen agropecuario,La Pampa,37.209,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Santa Fe,12008.12,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Chubut,131.679,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Neuquén,29.008,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Río Negro,62.712,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,22.294,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,25.849,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Catamarca,13.333,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Jujuy,25.153,1/1/2014 0:00:00
Manufacturas de origen agropecuario,La Rioja,148.451,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Salta,77.451,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,54.086,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Tucumán,186.537,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Mendoza,961.899,1/1/2014 0:00:00
Manufacturas de origen agropecuario,San Juan,199.9,1/1/2014 0:00:00
Manufacturas de origen agropecuario,San Luis,172.444,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Chaco,71.282,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Corrientes,39.878,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Formosa,13.116,1/1/2014 0:00:00
Manufacturas de origen agropecuario,Misiones,268.362,1/1/2014 0:00:00
Manufacturas de origen industrial,Buenos Aires,12852.535,1/1/2014 0:00:00
Manufacturas de origen industrial,Capital Federal,219.694,1/1/2014 0:00:00
Manufacturas de origen industrial,Córdoba,2187.213,1/1/2014 0:00:00
Manufacturas de origen industrial,Entre Ríos,109.789,1/1/2014 0:00:00
Manufacturas de origen industrial,La Pampa,5.466,1/1/2014 0:00:00
Manufacturas de origen industrial,Santa Fe,2652.526,1/1/2014 0:00:00
Manufacturas de origen industrial,Chubut,596.83,1/1/2014 0:00:00
Manufacturas de origen industrial,Neuquén,43.834,1/1/2014 0:00:00
Manufacturas de origen industrial,Río Negro,12.198,1/1/2014 0:00:00
Manufacturas de origen industrial,Santa Cruz,738.303,1/1/2014 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,76.645,1/1/2014 0:00:00
Manufacturas de origen industrial,Catamarca,89.721,1/1/2014 0:00:00
Manufacturas de origen industrial,Jujuy,41.732,1/1/2014 0:00:00
Manufacturas de origen industrial,La Rioja,116.73,1/1/2014 0:00:00
Manufacturas de origen industrial,Salta,73.353,1/1/2014 0:00:00
Manufacturas de origen industrial,Santiago del Estero,3.163,1/1/2014 0:00:00
Manufacturas de origen industrial,Tucumán,248.254,1/1/2014 0:00:00
Manufacturas de origen industrial,Mendoza,214.035,1/1/2014 0:00:00
Manufacturas de origen industrial,San Juan,1464.583,1/1/2014 0:00:00
Manufacturas de origen industrial,San Luis,202.779,1/1/2014 0:00:00
Manufacturas de origen industrial,Chaco,5.334,1/1/2014 0:00:00
Manufacturas de origen industrial,Corrientes,14.476,1/1/2014 0:00:00
Manufacturas de origen industrial,Formosa,1.956,1/1/2014 0:00:00
Manufacturas de origen industrial,Misiones,146.856,1/1/2014 0:00:00
Combustibles y energía,Buenos Aires,985.697,1/1/2014 0:00:00
Combustibles y energía,Capital Federal,-,1/1/2014 0:00:00
Combustibles y energía,Córdoba,-,1/1/2014 0:00:00
Combustibles y energía,Entre Ríos,-,1/1/2014 0:00:00
Combustibles y energía,La Pampa,-,1/1/2014 0:00:00
Combustibles y energía,Santa Fe,66.003,1/1/2014 0:00:00
Combustibles y energía,Chubut,1281.293,1/1/2014 0:00:00
Combustibles y energía,Neuquén,75.291,1/1/2014 0:00:00
Combustibles y energía,Río Negro,35.265,1/1/2014 0:00:00
Combustibles y energía,Santa Cruz,330.515,1/1/2014 0:00:00
Combustibles y energía,Tierra del Fuego,7.635,1/1/2014 0:00:00
Combustibles y energía,Catamarca,-,1/1/2014 0:00:00
Combustibles y energía,Jujuy,-,1/1/2014 0:00:00
Combustibles y energía,La Rioja,-,1/1/2014 0:00:00
Combustibles y energía,Salta,365.957,1/1/2014 0:00:00
Combustibles y energía,Santiago del Estero,-,1/1/2014 0:00:00
Combustibles y energía,Tucumán,0.6,1/1/2014 0:00:00
Combustibles y energía,Mendoza,33.927,1/1/2014 0:00:00
Combustibles y energía,San Juan,-,1/1/2014 0:00:00
Combustibles y energía,San Luis,-,1/1/2014 0:00:00
Combustibles y energía,Chaco,-,1/1/2014 0:00:00
Combustibles y energía,Corrientes,-,1/1/2014 0:00:00
Combustibles y energía,Formosa,7.774,1/1/2014 0:00:00
Combustibles y energía,Misiones,-,1/1/2014 0:00:00
Productos primarios,Buenos Aires,3509.243,1/1/2015 0:00:00
Productos primarios,Capital Federal,0,1/1/2015 0:00:00
Productos primarios,Córdoba,2991.058,1/1/2015 0:00:00
Productos primarios,Entre Ríos,718.512,1/1/2015 0:00:00
Productos primarios,La Pampa,293.247,1/1/2015 0:00:00
Productos primarios,Santa Fe,1543.432,1/1/2015 0:00:00
Productos primarios,Chubut,488.067,1/1/2015 0:00:00
Productos primarios,Neuquén,41.274,1/1/2015 0:00:00
Productos primarios,Río Negro,330.242,1/1/2015 0:00:00
Productos primarios,Santa Cruz,450.861,1/1/2015 0:00:00
Productos primarios,Tierra del Fuego,83.647,1/1/2015 0:00:00
Productos primarios,Catamarca,484.349,1/1/2015 0:00:00
Productos primarios,Jujuy,224.21,1/1/2015 0:00:00
Productos primarios,La Rioja,5.386,1/1/2015 0:00:00
Productos primarios,Salta,620.158,1/1/2015 0:00:00
Productos primarios,Santiago del Estero,458.276,1/1/2015 0:00:00
Productos primarios,Tucumán,186.029,1/1/2015 0:00:00
Productos primarios,Mendoza,126.56,1/1/2015 0:00:00
Productos primarios,San Juan,67.34,1/1/2015 0:00:00
Productos primarios,San Luis,236.203,1/1/2015 0:00:00
Productos primarios,Chaco,203.151,1/1/2015 0:00:00
Productos primarios,Corrientes,123.529,1/1/2015 0:00:00
Productos primarios,Formosa,16.204,1/1/2015 0:00:00
Productos primarios,Misiones,44.264,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5292.653,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Capital Federal,93.846,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Córdoba,3923.303,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,450.577,1/1/2015 0:00:00
Manufacturas de origen agropecuario,La Pampa,28.727,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Santa Fe,10218.66,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Chubut,120.981,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Neuquén,26.518,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Río Negro,72.029,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,11.604,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,33.36,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Catamarca,19.576,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Jujuy,44.901,1/1/2015 0:00:00
Manufacturas de origen agropecuario,La Rioja,129.534,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Salta,110.038,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,116.33,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Tucumán,324.389,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Mendoza,1013.128,1/1/2015 0:00:00
Manufacturas de origen agropecuario,San Juan,148.646,1/1/2015 0:00:00
Manufacturas de origen agropecuario,San Luis,159.548,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Chaco,59.031,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Corrientes,47.837,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Formosa,14.165,1/1/2015 0:00:00
Manufacturas de origen agropecuario,Misiones,226.975,1/1/2015 0:00:00
Manufacturas de origen industrial,Buenos Aires,9596.335,1/1/2015 0:00:00
Manufacturas de origen industrial,Capital Federal,208.986,1/1/2015 0:00:00
Manufacturas de origen industrial,Córdoba,1623.919,1/1/2015 0:00:00
Manufacturas de origen industrial,Entre Ríos,107.865,1/1/2015 0:00:00
Manufacturas de origen industrial,La Pampa,5.231,1/1/2015 0:00:00
Manufacturas de origen industrial,Santa Fe,1384.151,1/1/2015 0:00:00
Manufacturas de origen industrial,Chubut,516.282,1/1/2015 0:00:00
Manufacturas de origen industrial,Neuquén,51.843,1/1/2015 0:00:00
Manufacturas de origen industrial,Río Negro,20.515,1/1/2015 0:00:00
Manufacturas de origen industrial,Santa Cruz,1455.268,1/1/2015 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,39.166,1/1/2015 0:00:00
Manufacturas de origen industrial,Catamarca,81.433,1/1/2015 0:00:00
Manufacturas de origen industrial,Jujuy,38.492,1/1/2015 0:00:00
Manufacturas de origen industrial,La Rioja,96.457,1/1/2015 0:00:00
Manufacturas de origen industrial,Salta,88.553,1/1/2015 0:00:00
Manufacturas de origen industrial,Santiago del Estero,1.438,1/1/2015 0:00:00
Manufacturas de origen industrial,Tucumán,317.247,1/1/2015 0:00:00
Manufacturas de origen industrial,Mendoza,168.746,1/1/2015 0:00:00
Manufacturas de origen industrial,San Juan,1175.087,1/1/2015 0:00:00
Manufacturas de origen industrial,San Luis,156.188,1/1/2015 0:00:00
Manufacturas de origen industrial,Chaco,4.627,1/1/2015 0:00:00
Manufacturas de origen industrial,Corrientes,2.909,1/1/2015 0:00:00
Manufacturas de origen industrial,Formosa,0.944,1/1/2015 0:00:00
Manufacturas de origen industrial,Misiones,137.934,1/1/2015 0:00:00
Combustibles y energía,Buenos Aires,564.108,1/1/2015 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2015 0:00:00
Combustibles y energía,Córdoba,0,1/1/2015 0:00:00
Combustibles y energía,Entre Ríos,0,1/1/2015 0:00:00
Combustibles y energía,La Pampa,0,1/1/2015 0:00:00
Combustibles y energía,Santa Fe,60.772,1/1/2015 0:00:00
Combustibles y energía,Chubut,530.773,1/1/2015 0:00:00
Combustibles y energía,Neuquén,16.31,1/1/2015 0:00:00
Combustibles y energía,Río Negro,16.06,1/1/2015 0:00:00
Combustibles y energía,Santa Cruz,133.985,1/1/2015 0:00:00
Combustibles y energía,Tierra del Fuego,43.332,1/1/2015 0:00:00
Combustibles y energía,Catamarca,0,1/1/2015 0:00:00
Combustibles y energía,Jujuy,0,1/1/2015 0:00:00
Combustibles y energía,La Rioja,0,1/1/2015 0:00:00
Combustibles y energía,Salta,41.069,1/1/2015 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2015 0:00:00
Combustibles y energía,Tucumán,0,1/1/2015 0:00:00
Combustibles y energía,Mendoza,25.72,1/1/2015 0:00:00
Combustibles y energía,San Juan,0,1/1/2015 0:00:00
Combustibles y energía,San Luis,0,1/1/2015 0:00:00
Combustibles y energía,Chaco,0,1/1/2015 0:00:00
Combustibles y energía,Corrientes,0.661,1/1/2015 0:00:00
Combustibles y energía,Formosa,3.22,1/1/2015 0:00:00
Combustibles y energía,Misiones,0,1/1/2015 0:00:00
Productos primarios,Buenos Aires,4270.238,1/1/2016 0:00:00
Productos primarios,Capital Federal,0,1/1/2016 0:00:00
Productos primarios,Córdoba,3066.146,1/1/2016 0:00:00
Productos primarios,Entre Ríos,645.82,1/1/2016 0:00:00
Productos primarios,La Pampa,504.263,1/1/2016 0:00:00
Productos primarios,Santa Fe,1310.203,1/1/2016 0:00:00
Productos primarios,Chubut,593.014,1/1/2016 0:00:00
Productos primarios,Neuquén,39.078,1/1/2016 0:00:00
Productos primarios,Río Negro,307.93,1/1/2016 0:00:00
Productos primarios,Santa Cruz,629.372,1/1/2016 0:00:00
Productos primarios,Tierra del Fuego,73.21,1/1/2016 0:00:00
Productos primarios,Catamarca,676.126,1/1/2016 0:00:00
Productos primarios,Jujuy,327.029,1/1/2016 0:00:00
Productos primarios,La Rioja,6.421,1/1/2016 0:00:00
Productos primarios,Salta,858.786,1/1/2016 0:00:00
Productos primarios,Santiago del Estero,834.521,1/1/2016 0:00:00
Productos primarios,Tucumán,420.94,1/1/2016 0:00:00
Productos primarios,Mendoza,177.01,1/1/2016 0:00:00
Productos primarios,San Juan,73.373,1/1/2016 0:00:00
Productos primarios,San Luis,284.981,1/1/2016 0:00:00
Productos primarios,Chaco,296.4,1/1/2016 0:00:00
Productos primarios,Corrientes,174.899,1/1/2016 0:00:00
Productos primarios,Formosa,23.362,1/1/2016 0:00:00
Productos primarios,Misiones,46.68,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5299.144,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Capital Federal,82.507,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Córdoba,4165.09,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,375.242,1/1/2016 0:00:00
Manufacturas de origen agropecuario,La Pampa,56.938,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Santa Fe,10395.942,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Chubut,147.27,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Neuquén,17.02,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Río Negro,70.709,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,10.092,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,29.968,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Catamarca,12.03,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Jujuy,75.451,1/1/2016 0:00:00
Manufacturas de origen agropecuario,La Rioja,128.843,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Salta,117.489,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,58.533,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Tucumán,499.307,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Mendoza,975.527,1/1/2016 0:00:00
Manufacturas de origen agropecuario,San Juan,150.584,1/1/2016 0:00:00
Manufacturas de origen agropecuario,San Luis,165.848,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Chaco,66.425,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Corrientes,42.662,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Formosa,10.146,1/1/2016 0:00:00
Manufacturas de origen agropecuario,Misiones,185.41,1/1/2016 0:00:00
Manufacturas de origen industrial,Buenos Aires,8411.969,1/1/2016 0:00:00
Manufacturas de origen industrial,Capital Federal,232.564,1/1/2016 0:00:00
Manufacturas de origen industrial,Córdoba,1188.172,1/1/2016 0:00:00
Manufacturas de origen industrial,Entre Ríos,102.266,1/1/2016 0:00:00
Manufacturas de origen industrial,La Pampa,4.235,1/1/2016 0:00:00
Manufacturas de origen industrial,Santa Fe,2081.348,1/1/2016 0:00:00
Manufacturas de origen industrial,Chubut,600.123,1/1/2016 0:00:00
Manufacturas de origen industrial,Neuquén,8.456,1/1/2016 0:00:00
Manufacturas de origen industrial,Río Negro,4.358,1/1/2016 0:00:00
Manufacturas de origen industrial,Santa Cruz,1261.112,1/1/2016 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,33.806,1/1/2016 0:00:00
Manufacturas de origen industrial,Catamarca,122.628,1/1/2016 0:00:00
Manufacturas de origen industrial,Jujuy,131.211,1/1/2016 0:00:00
Manufacturas de origen industrial,La Rioja,73.309,1/1/2016 0:00:00
Manufacturas de origen industrial,Salta,88.855,1/1/2016 0:00:00
Manufacturas de origen industrial,Santiago del Estero,0,1/1/2016 0:00:00
Manufacturas de origen industrial,Tucumán,282.305,1/1/2016 0:00:00
Manufacturas de origen industrial,Mendoza,142.838,1/1/2016 0:00:00
Manufacturas de origen industrial,San Juan,1037.985,1/1/2016 0:00:00
Manufacturas de origen industrial,San Luis,111.932,1/1/2016 0:00:00
Manufacturas de origen industrial,Chaco,4.721,1/1/2016 0:00:00
Manufacturas de origen industrial,Corrientes,6.616,1/1/2016 0:00:00
Manufacturas de origen industrial,Formosa,1.082,1/1/2016 0:00:00
Manufacturas de origen industrial,Misiones,124.041,1/1/2016 0:00:00
Combustibles y energía,Buenos Aires,552.831,1/1/2016 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2016 0:00:00
Combustibles y energía,Córdoba,0,1/1/2016 0:00:00
Combustibles y energía,Entre Ríos,0,1/1/2016 0:00:00
Combustibles y energía,La Pampa,0,1/1/2016 0:00:00
Combustibles y energía,Santa Fe,41.887,1/1/2016 0:00:00
Combustibles y energía,Chubut,592.173,1/1/2016 0:00:00
Combustibles y energía,Neuquén,8.055,1/1/2016 0:00:00
Combustibles y energía,Río Negro,12.88,1/1/2016 0:00:00
Combustibles y energía,Santa Cruz,149.484,1/1/2016 0:00:00
Combustibles y energía,Tierra del Fuego,39.182,1/1/2016 0:00:00
Combustibles y energía,Catamarca,0,1/1/2016 0:00:00
Combustibles y energía,Jujuy,0,1/1/2016 0:00:00
Combustibles y energía,La Rioja,0,1/1/2016 0:00:00
Combustibles y energía,Salta,10.283,1/1/2016 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2016 0:00:00
Combustibles y energía,Tucumán,0,1/1/2016 0:00:00
Combustibles y energía,Mendoza,29.02,1/1/2016 0:00:00
Combustibles y energía,San Juan,0,1/1/2016 0:00:00
Combustibles y energía,San Luis,0,1/1/2016 0:00:00
Combustibles y energía,Chaco,0,1/1/2016 0:00:00
Combustibles y energía,Corrientes,2.481,1/1/2016 0:00:00
Combustibles y energía,Formosa,3.593,1/1/2016 0:00:00
Combustibles y energía,Misiones,0,1/1/2016 0:00:00
Productos primarios,Buenos Aires,3857.019,1/1/2017 0:00:00
Productos primarios,Capital Federal,0,1/1/2017 0:00:00
Productos primarios,Córdoba,3050.513,1/1/2017 0:00:00
Productos primarios,Entre Ríos,713.835,1/1/2017 0:00:00
Productos primarios,La Pampa,337.813,1/1/2017 0:00:00
Productos primarios,Santa Fe,1433.09,1/1/2017 0:00:00
Productos primarios,Chubut,819.309,1/1/2017 0:00:00
Productos primarios,Neuquén,40.063,1/1/2017 0:00:00
Productos primarios,Río Negro,296.07,1/1/2017 0:00:00
Productos primarios,Santa Cruz,589.891,1/1/2017 0:00:00
Productos primarios,Tierra del Fuego,70.415,1/1/2017 0:00:00
Productos primarios,Catamarca,436.692,1/1/2017 0:00:00
Productos primarios,Jujuy,291.076,1/1/2017 0:00:00
Productos primarios,La Rioja,10.377,1/1/2017 0:00:00
Productos primarios,Salta,651.609,1/1/2017 0:00:00
Productos primarios,Santiago del Estero,738.192,1/1/2017 0:00:00
Productos primarios,Tucumán,337.494,1/1/2017 0:00:00
Productos primarios,Mendoza,214.887,1/1/2017 0:00:00
Productos primarios,San Juan,66.948,1/1/2017 0:00:00
Productos primarios,San Luis,265.901,1/1/2017 0:00:00
Productos primarios,Chaco,289.87,1/1/2017 0:00:00
Productos primarios,Corrientes,127.379,1/1/2017 0:00:00
Productos primarios,Formosa,21.833,1/1/2017 0:00:00
Productos primarios,Misiones,74.18,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5375.539,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Capital Federal,84.545,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Córdoba,3859.33,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,404.273,1/1/2017 0:00:00
Manufacturas de origen agropecuario,La Pampa,54.893,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Santa Fe,9922.698,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Chubut,152.184,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Neuquén,9.519,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Río Negro,60.1,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,12.163,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,22.309,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Catamarca,27.397,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Jujuy,65.426,1/1/2017 0:00:00
Manufacturas de origen agropecuario,La Rioja,161.092,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Salta,109.619,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,55.109,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Tucumán,363.202,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Mendoza,951.219,1/1/2017 0:00:00
Manufacturas de origen agropecuario,San Juan,172.353,1/1/2017 0:00:00
Manufacturas de origen agropecuario,San Luis,181.944,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Chaco,65.995,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Corrientes,51.571,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Formosa,11.485,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Misiones,196.331,1/1/2017 0:00:00
Manufacturas de origen industrial,Buenos Aires,9145.28,1/1/2017 0:00:00
Manufacturas de origen industrial,Capital Federal,248.947,1/1/2017 0:00:00
Manufacturas de origen industrial,Córdoba,1158.33,1/1/2017 0:00:00
Manufacturas de origen industrial,Entre Ríos,117.1,1/1/2017 0:00:00
Manufacturas de origen industrial,La Pampa,3.726,1/1/2017 0:00:00
Manufacturas de origen industrial,Santa Fe,2344.858,1/1/2017 0:00:00
Manufacturas de origen industrial,Chubut,760.994,1/1/2017 0:00:00
Manufacturas de origen industrial,Neuquén,6.951,1/1/2017 0:00:00
Manufacturas de origen industrial,Río Negro,4.522,1/1/2017 0:00:00
Manufacturas de origen industrial,Santa Cruz,1365.98,1/1/2017 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,42.893,1/1/2017 0:00:00
Manufacturas de origen industrial,Catamarca,146.219,1/1/2017 0:00:00
Manufacturas de origen industrial,Jujuy,180.408,1/1/2017 0:00:00
Manufacturas de origen industrial,La Rioja,74.377,1/1/2017 0:00:00
Manufacturas de origen industrial,Salta,87.454,1/1/2017 0:00:00
Manufacturas de origen industrial,Santiago del Estero,0,1/1/2017 0:00:00
Manufacturas de origen industrial,Tucumán,350.688,1/1/2017 0:00:00
Manufacturas de origen industrial,Mendoza,135.587,1/1/2017 0:00:00
Manufacturas de origen industrial,San Juan,1200.923,1/1/2017 0:00:00
Manufacturas de origen industrial,San Luis,139.057,1/1/2017 0:00:00
Manufacturas de origen industrial,Chaco,9.888,1/1/2017 0:00:00
Manufacturas de origen industrial,Corrientes,12.09,1/1/2017 0:00:00
Manufacturas de origen industrial,Formosa,1.584,1/1/2017 0:00:00
